Cre01.g000050	AT4G35590
Cre12.g516600	AT3G24715
Cre12.g516650	AT1G04700
Cre12.g516700	*
Cre12.g516750	AT5G03730
Cre12.g516800	AT5G03730
Cre12.g516841	*
Cre12.g516900	*
Cre12.g516950	*
Cre12.g517000	AT3G24715
Cre12.g517050	*
Cre12.g517100	AT1G53520
Cre12.g517150	AT4G21990
Cre12.g517200	*
Cre12.g517250	*
Cre12.g517300	AT1G71360
Cre12.g517350	AT4G20380
Cre12.g517400	AT4G19640
Cre12.g517450	AT4G25110
Cre12.g517500	AT2G19950
Cre12.g517550	AT1G16445
Cre12.g517600	AT2G19410
Cre12.g517650	*
Cre12.g517681	*
Cre12.g517700	AT4G13250
Cre12.g517750	*
Cre12.g517800	AT1G50440
Cre12.g517850	AT1G11020
Cre12.g517900	AT4G01800
Cre12.g518000	AT4G01800
Cre12.g518050	*
Cre12.g518100	*
Cre12.g518107	AT1G17450
Cre12.g518150	*
Cre12.g518200	AT3G08970
Cre12.g518300	AT3G05070
Cre12.g518350	*
Cre12.g518400	*
Cre12.g518550	*
Cre12.g518650	AT1G47290
Cre12.g518700	*
Cre12.g518750	*
Cre12.g518772	AT3G61860
Cre12.g518800	AT5G57360
Cre12.g518850	*
Cre12.g518900	AT2G27680
Cre12.g518950	AT1G58280
Cre12.g519000	AT1G07780
Cre12.g519050	*
Cre12.g519100	AT2G38040
Cre12.g519150	AT2G22010
Cre12.g519200	AT4G29060
Cre12.g519249	AT4G29060
Cre12.g519300	AT3G61870
Cre12.g519350	AT5G40770
Cre12.g519450	AT2G33470
Cre12.g519500	AT3G13320
Cre12.g519550	*
Cre12.g519600	*
Cre12.g519700	AT2G22870
Cre12.g519750	*
Cre12.g519850	*
Cre12.g519900	AT1G63680
Cre12.g519950	AT5G35170
Cre12.g520000	AT2G28840
Cre12.g520050	*
Cre12.g520072	*
Cre12.g520100	*
Cre12.g520200	AT3G21140
Cre12.g520250	AT1G79730
Cre12.g520300	*
Cre12.g520350	AT5G62530
Cre12.g520400	AT2G20060
Cre12.g520450	AT3G01720
Cre12.g520500	AT2G40010
Cre12.g520550	AT2G16950
Cre12.g520600	AT1G64510
Cre12.g520650	AT1G76900
Cre12.g520700	*
Cre12.g520750	*
Cre12.g520800	*
Cre12.g520850	AT5G19910
Cre12.g520900	*
Cre12.g520950	AT1G79990
Cre12.g521000	*
Cre12.g521050	*
Cre12.g521100	*
Cre12.g521150	AT5G39660
Cre12.g521200	AT5G22010
Cre12.g521250	AT4G10050
Cre12.g521336	*
Cre12.g521350	AT2G17980
Cre12.g521400	*
Cre12.g521450	AT5G23140
Cre12.g521500	*
Cre12.g521550	AT2G26420
Cre12.g521600	*
Cre12.g521650	AT1G54570
Cre12.g521700	AT5G24300
Cre12.g521800	*
Cre12.g521900	*
Cre12.g521950	AT3G56160
Cre12.g522000	*
Cre12.g522050	*
Cre12.g522100	AT1G14820
Cre12.g522150	AT1G23030
Cre12.g522200	*
Cre12.g522250	*
Cre12.g522300	AT1G10510
Cre12.g522350	AT3G04600
Cre12.g522400	AT5G11510
Cre12.g522450	AT3G63460
Cre12.g522500	*
Cre12.g522550	AT2G28620
Cre12.g522650	*
Cre12.g522700	*
Cre12.g522750	*
Cre12.g522800	*
Cre12.g522850	AT2G47330
Cre12.g522900	*
Cre12.g522950	AT5G24020
Cre12.g523050	AT4G33240
Cre12.g523100	AT3G26670
Cre12.g523200	AT5G58230
Cre12.g523250	AT4G00350
Cre12.g523300	AT1G76400
Cre12.g523400	*
Cre12.g523500	AT4G29330
Cre12.g523550	AT1G54310
Cre12.g523600	*
Cre12.g523650	AT1G26760
Cre12.g523700	*
Cre12.g523850	AT3G02090
Cre12.g523900	*
Cre12.g523950	AT5G42090
Cre12.g524000	AT1G04920
Cre12.g524050	*
Cre12.g524100	AT2G13540
Cre12.g524150	AT5G44740
Cre12.g524200	AT2G39960
Cre12.g524250	*
Cre12.g524300	AT1G22700
Cre12.g524350	AT1G52530
Cre12.g524400	AT3G57410
Cre12.g524450	AT1G71860
Cre12.g524500	AT3G07670
Cre12.g524550	AT1G08125
Cre12.g524600	*
Cre12.g524650	AT5G09230
Cre12.g524700	AT5G59480
Cre12.g524750	*
Cre12.g524850	*
Cre12.g524900	AT2G25490
Cre12.g524950	AT2G22870
Cre12.g525000	*
Cre12.g525050	AT5G07660
Cre12.g525100	AT5G15920
Cre12.g525150	*
Cre12.g525300	AT1G04700
Cre12.g525350	*
Cre12.g525400	AT3G24715
Cre12.g525450	*
Cre12.g525500	AT5G17410
Cre12.g525550	*
Cre12.g525600	AT4G33210
Cre12.g525650	AT1G08490
Cre12.g525700	*
Cre12.g525750	AT1G53165
Cre12.g525850	*
Cre12.g526450	AT1G53165
Cre12.g526500	*
Cre12.g526650	AT1G53165
Cre12.g526700	AT1G25290
Cre12.g526701	AT3G06370
Cre12.g526750	AT1G51510
Cre12.g526800	AT1G64190
Cre12.g526850	AT4G34910
Cre12.g526900	AT5G60580
Cre12.g526950	AT5G25150
Cre12.g527000	AT5G19360
Cre12.g527050	AT2G21540
Cre12.g527100	AT5G60740
Cre12.g527150	*
Cre12.g527200	*
Cre12.g527250	*
Cre12.g527300	AT1G77470
Cre12.g527350	*
Cre12.g527400	AT3G30841
Cre12.g527450	AT2G41100
Cre12.g527500	AT5G67320
Cre12.g527550	*
Cre12.g527650	*
Cre12.g527700	*
Cre12.g527750	*
Cre12.g527800	AT4G15930
Cre12.g527850	AT2G03780
Cre12.g527918	*
Cre12.g527950	AT1G73740
Cre12.g528000	*
Cre12.g528050	AT3G26580
Cre12.g528100	*
Cre12.g528150	AT4G29870
Cre12.g528200	AT1G08840
Cre12.g528250	*
Cre12.g528300	*
Cre12.g528350	AT5G63860
Cre12.g528400	AT3G62240
Cre12.g528450	AT5G14760
Cre12.g528500	AT1G68760
Cre12.g528550	AT2G38050
Cre12.g528600	*
Cre12.g528614	*
Cre12.g528650	*
Cre12.g528700	AT4G02610
Cre12.g528800	*
Cre12.g528850	AT3G08710
Cre12.g528900	AT4G15770
Cre12.g528950	AT3G16810
Cre12.g529000	*
Cre12.g529050	*
Cre12.g529100	AT4G32530
Cre12.g529150	AT4G31750
Cre12.g529200	AT5G49400
Cre12.g529250	*
Cre12.g529300	AT5G35930
Cre12.g529350	*
Cre12.g529400	AT3G61110
Cre12.g529450	AT1G53140
Cre12.g529500	AT4G25730
Cre12.g529550	AT2G45490
Cre12.g529600	AT3G57660
Cre12.g529650	AT3G62870
Cre12.g529700	*
Cre12.g529800	AT1G10510
Cre12.g529850	*
Cre12.g529950	AT2G24050
Cre12.g530000	AT4G11330
Cre12.g530050	AT2G31830
Cre12.g530100	AT3G61770
Cre12.g530150	*
Cre12.g530200	*
Cre12.g530250	*
Cre12.g530300	AT2G43560
Cre12.g530350	AT3G20870
Cre12.g530400	AT3G20870
Cre12.g530450	*
Cre12.g530500	AT1G26750
Cre12.g530550	AT4G21540
Cre12.g530600	AT5G16570
Cre12.g530700	AT3G10070
Cre12.g530750	*
Cre12.g530800	*
Cre12.g530850	*
Cre12.g530900	AT2G01320
Cre12.g530934	*
Cre12.g530950	AT1G33270
Cre12.g531000	AT4G13510
Cre12.g531050	*
Cre12.g531100	AT4G31300
Cre12.g531150	AT1G17160
Cre12.g531200	AT5G05390
Cre12.g531250	AT5G67030
Cre12.g531300	*
Cre12.g531350	AT1G67780
Cre12.g531400	*
Cre12.g531450	AT5G25265
Cre12.g531500	AT4G03260
Cre12.g531550	AT5G20920
Cre12.g531600	*
Cre12.g531650	*
Cre12.g531700	AT2G38280
Cre12.g531750	AT3G48980
Cre12.g531800	*
Cre12.g531850	*
Cre12.g531900	*
Cre12.g531950	AT5G37500
Cre12.g532000	*
Cre12.g532050	AT5G51270
Cre12.g532100	*
Cre12.g532200	AT5G49950
Cre12.g532250	*
Cre12.g532300	*
Cre12.g532314	*
Cre12.g532327	*
Cre12.g532400	*
Cre12.g532450	AT5G15490
Cre12.g532500	AT1G78560
Cre12.g532550	AT3G07110
Cre12.g532600	AT2G43490
Cre12.g532650	*
Cre12.g532700	AT5G26760
Cre12.g532800	*
Cre12.g532850	*
Cre12.g532900	AT5G19330
Cre12.g532950	*
Cre12.g533000	AT1G12370
Cre12.g533050	AT3G07050
Cre12.g533100	*
Cre12.g533150	*
Cre12.g533300	AT2G33410
Cre12.g533400	AT2G35360
Cre12.g533450	*
Cre12.g533500	*
Cre12.g533550	AT5G08570
Cre12.g533600	*
Cre12.g533650	AT4G10360
Cre12.g533700	*
Cre12.g533750	AT4G12570
Cre12.g533800	AT2G38730
Cre12.g533900	*
Cre12.g533950	AT3G21580
Cre12.g534000	*
Cre12.g534050	*
Cre12.g534100	AT5G15840
Cre12.g534150	AT4G36050
Cre12.g534200	*
Cre12.g534250	AT1G18060
Cre12.g534300	*
Cre12.g534302	*
Cre12.g534350	AT3G15290
Cre12.g534400	*
Cre12.g534450	AT2G21530
Cre12.g534500	AT5G51510
Cre12.g534550	AT2G47590
Cre12.g534650	AT4G38470
Cre12.g534700	AT5G13410
Cre12.g534750	*
Cre12.g534800	AT2G26080
Cre12.g534850	*
Cre12.g534900	*
Cre12.g534961	*
Cre12.g535000	*
Cre12.g535019	*
Cre12.g535050	*
Cre12.g535100	AT3G25250
Cre12.g535150	*
Cre12.g535200	*
Cre12.g535250	*
Cre12.g535300	*
Cre12.g535350	AT5G24710
Cre12.g535400	*
Cre12.g535450	*
Cre12.g535500	*
Cre12.g535550	AT3G47560
Cre12.g535600	AT1G28210
Cre12.g535650	*
Cre12.g535700	AT5G49910
Cre12.g535750	AT2G27450
Cre12.g535900	AT2G24765
Cre12.g535950	AT5G37510
Cre12.g536000	AT1G59820
Cre12.g536050	AT3G27870
Cre12.g536100	*
Cre12.g536150	*
Cre12.g536200	*
Cre12.g536250	*
Cre12.g536350	*
Cre12.g536412	*
Cre12.g536425	*
Cre12.g536500	AT5G05360
Cre12.g536550	AT4G35370
Cre12.g536600	*
Cre12.g536650	*
Cre12.g536750	*
Cre12.g536800	AT1G65230
Cre12.g536850	*
Cre12.g536950	*
Cre12.g537000	AT4G02980
Cre12.g537050	*
Cre12.g537100	AT1G14610
Cre12.g537150	*
Cre12.g537200	AT5G65750
Cre12.g537250	*
Cre12.g537300	*
Cre12.g537371	*
Cre12.g537400	AT2G45490
Cre12.g537450	*
Cre12.g537500	AT1G22620
Cre12.g537550	AT3G04240
Cre12.g537700	AT3G08780
Cre12.g537750	AT5G52580
Cre12.g537800	AT2G01250
Cre12.g537850	AT5G52110
Cre12.g537900	*
Cre12.g537950	*
Cre12.g538000	*
Cre12.g538050	*
Cre12.g538100	AT4G19880
Cre12.g538150	AT5G62290
Cre12.g538200	AT1G09280
Cre12.g538250	*
Cre12.g538350	AT4G03240
Cre12.g538400	AT1G06790
Cre12.g538450	AT3G25585
Cre12.g538492	*
Cre12.g538500	AT5G11240
Cre12.g538550	*
Cre12.g538600	*
Cre12.g538650	AT5G40850
Cre12.g538700	AT3G11560
Cre12.g538750	AT3G14080
Cre12.g538850	AT2G32700
Cre12.g538900	AT3G25230
Cre12.g538950	AT5G45740
Cre12.g539000	AT2G38670
Cre12.g539050	AT1G10385
Cre12.g539100	AT1G31970
Cre12.g539200	*
Cre12.g539650	*
Cre12.g539700	*
Cre12.g539750	AT4G08310
Cre12.g539800	*
Cre12.g539900	AT1G21400
Cre12.g540050	*
Cre12.g540100	*
Cre12.g540150	*
Cre12.g540200	AT1G55150
Cre12.g540250	*
Cre12.g540300	*
Cre12.g540350	AT3G20800
Cre12.g540400	AT3G20800
Cre12.g540450	*
Cre12.g540480	*
Cre12.g540500	AT1G47750
Cre12.g540650	AT2G29940
Cre12.g540700	*
Cre12.g540750	AT3G51040
Cre12.g540800	*
Cre12.g540850	*
Cre12.g540900	*
Cre12.g540950	*
Cre12.g541000	*
Cre12.g541050	*
Cre12.g541100	AT5G04250
Cre12.g541150	*
Cre12.g541200	*
Cre12.g541211	*
Cre12.g541250	*
Cre12.g541300	AT1G80350
Cre12.g541350	AT5G57210
Cre12.g541400	*
Cre12.g541450	*
Cre12.g541500	*
Cre12.g541550	*
Cre12.g541600	*
Cre12.g541650	*
Cre12.g541700	*
Cre12.g541750	AT1G57770
Cre12.g541800	AT1G76140
Cre12.g541840	*
Cre12.g541850	AT5G03370
Cre12.g541950	*
Cre12.g542000	AT4G18460
Cre12.g542050	*
Cre12.g542100	AT1G76140
Cre12.g542150	*
Cre12.g542200	*
Cre12.g542250	AT5G62690
Cre12.g542300	AT1G80380
Cre12.g542350	AT1G11360
Cre12.g542400	AT4G31400
Cre12.g542450	AT1G05460
Cre12.g542500	AT4G02990
Cre12.g542550	AT5G41060
Cre12.g542569	*
Cre12.g542600	*
Cre12.g542700	*
Cre12.g542750	*
Cre12.g542800	AT5G45140
Cre12.g542900	AT1G04700
Cre12.g542950	AT1G24310
Cre12.g543000	*
Cre12.g543050	AT2G04900
Cre12.g543100	AT2G45730
Cre12.g543150	AT5G47430
Cre12.g543200	*
Cre12.g543250	AT4G31170
Cre12.g543258	*
Cre12.g543300	*
Cre12.g543350	AT5G43940
Cre12.g543400	AT5G43940
Cre12.g543450	AT5G20570
Cre12.g543500	*
Cre12.g543550	*
Cre12.g543650	*
Cre12.g543700	*
Cre12.g543800	*
Cre12.g543850	*
Cre12.g543900	*
Cre12.g543950	*
Cre12.g544000	AT2G27680
Cre12.g544100	*
Cre12.g544150	AT5G13120
Cre12.g544200	AT5G13120
Cre12.g544250	*
Cre12.g544300	*
Cre12.g544400	AT1G53165
Cre12.g544450	*
Cre12.g544500	*
Cre12.g544550	AT3G08720
Cre12.g544600	*
Cre12.g544650	*
Cre12.g544662	*
Cre12.g544750	AT3G03790
Cre12.g544800	*
Cre12.g544850	*
Cre12.g544900	AT1G51710
Cre12.g544950	*
Cre12.g545000	AT3G60830
Cre12.g545050	AT4G34890
Cre12.g545100	*
Cre12.g545150	AT3G16270
Cre12.g545250	*
Cre12.g545300	AT3G16270
Cre12.g545400	*
Cre12.g545450	*
Cre12.g545500	AT3G50360
Cre12.g545550	*
Cre12.g545600	AT2G30580
Cre12.g545619	*
Cre12.g545650	*
Cre12.g545700	*
Cre12.g545750	AT3G59790
Cre12.g545800	*
Cre12.g545850	AT5G09590
Cre12.g545950	AT3G63260
Cre12.g546000	AT3G01740
Cre12.g546050	AT5G62790
Cre12.g546100	AT3G44050
Cre12.g546150	*
Cre12.g546200	AT5G25752
Cre12.g546300	AT5G50840
Cre12.g546350	AT1G71900
Cre12.g546400	*
Cre12.g546450	AT3G14910
Cre12.g546500	AT3G07570
Cre12.g546550	*
Cre12.g546600	*
Cre12.g546650	AT5G59300
Cre12.g546700	AT4G24270
Cre12.g546750	*
Cre12.g546770	AT5G19750
Cre12.g546800	*
Cre12.g546850	AT2G14860
Cre12.g546900	AT5G23340
Cre12.g546950	*
Cre12.g546976	*
Cre12.g547000	*
Cre12.g547050	*
Cre12.g547100	AT3G01660
Cre12.g547150	*
Cre12.g547200	AT5G49470
Cre12.g547250	*
Cre12.g547300	AT2G01320
Cre12.g547351	*
Cre12.g547400	*
Cre12.g547450	AT3G19770
Cre12.g547500	*
Cre12.g547550	*
Cre12.g547600	*
Cre12.g547650	*
Cre12.g547700	AT1G77550
Cre12.g547734	AT1G76480
Cre12.g547750	*
Cre12.g547800	AT5G19440
Cre12.g547850	AT4G03150
Cre12.g547900	AT3G53940
Cre12.g547950	AT2G26280
Cre12.g548000	AT3G06530
Cre12.g548033	*
Cre12.g548050	*
Cre12.g548100	AT1G55860
Cre12.g548150	*
Cre12.g548200	AT1G28320
Cre12.g548250	AT5G47790
Cre12.g548300	*
Cre12.g548350	*
Cre12.g548391	*
Cre12.g548400	AT2G05070
Cre12.g548450	*
Cre12.g548500	*
Cre12.g548550	AT4G38260
Cre12.g548600	AT1G34500
Cre12.g548650	AT3G04240
Cre12.g548700	*
Cre12.g548800	*
Cre12.g548900	AT5G05710
Cre12.g548950	AT2G05070
Cre12.g548955	*
Cre12.g549000	*
Cre12.g549050	AT3G57030
Cre12.g549100	*
Cre12.g549150	AT4G38710
Cre12.g549200	*
Cre12.g549250	AT5G61550
Cre12.g549300	AT2G36830
Cre12.g549350	*
Cre12.g549400	*
Cre12.g549450	AT4G15940
Cre12.g549500	AT5G42850
Cre12.g549550	AT5G62690
Cre12.g549600	*
Cre12.g549650	*
Cre12.g549700	AT3G13230
Cre12.g549750	AT1G72710
Cre12.g549800	AT2G23070
Cre12.g549850	AT5G52520
Cre12.g549900	*
Cre12.g549950	AT5G23550
Cre12.g550000	*
Cre12.g550050	*
Cre12.g550150	*
Cre12.g550200	*
Cre12.g550250	AT4G14770
Cre12.g550350	*
Cre12.g550400	AT1G77370
Cre12.g550450	*
Cre12.g550600	AT4G14305
Cre12.g550650	ATCG00780
Cre12.g550700	AT1G31220
Cre12.g550750	AT5G51040
Cre12.g550800	AT5G44750
Cre12.g550850	AT1G06680
Cre12.g550900	AT1G42470
Cre12.g551000	AT3G28670
Cre12.g551050	*
Cre12.g551100	AT2G44870
Cre12.g551200	AT5G01260
Cre12.g551250	AT5G63370
Cre12.g551300	*
Cre12.g551350	*
Cre12.g551446	*
Cre12.g551451	*
Cre12.g551500	AT5G48030
Cre12.g551550	*
Cre12.g551600	*
Cre12.g551700	*
Cre12.g551750	AT5G12370
Cre12.g551800	*
Cre12.g551850	AT3G02280
Cre12.g551900	AT2G31725
Cre12.g551950	AT1G50900
Cre12.g552001	AT5G51740
Cre12.g552050	*
Cre12.g552100	*
Cre12.g552150	AT5G57610
Cre12.g552200	AT3G46970
Cre12.g552250	*
Cre12.g552300	*
Cre12.g552350	*
Cre12.g552400	AT1G28700
Cre12.g552450	*
Cre12.g552500	AT3G02860
Cre12.g552550	*
Cre12.g552600	AT2G26680
Cre12.g552650	AT3G61690
Cre12.g552700	AT2G20960
Cre12.g552750	*
Cre12.g552850	AT1G60990
Cre12.g552900	AT3G49660
Cre12.g552950	*
Cre12.g553000	*
Cre12.g553050	AT3G16310
Cre12.g553100	AT3G13290
Cre12.g553150	*
Cre12.g553250	AT2G22480
Cre12.g553300	AT5G42440
Cre12.g553350	*
Cre12.g553400	*
Cre12.g553500	AT3G58760
Cre12.g553550	*
Cre12.g553650	*
Cre12.g553700	AT5G38900
Cre12.g553750	AT5G51300
Cre12.g553800	AT2G03430
Cre12.g553850	*
Cre12.g553900	AT4G22200
Cre12.g553950	*
Cre12.g554000	AT1G25390
Cre12.g554050	*
Cre12.g554100	*
Cre12.g554150	*
Cre12.g554200	AT2G36900
Cre12.g554250	AT3G56040
Cre12.g554300	*
Cre12.g554350	*
Cre12.g554400	*
Cre12.g554450	*
Cre12.g554550	*
Cre12.g554600	AT4G38225
Cre12.g554650	AT5G05490
Cre12.g554700	AT1G11890
Cre12.g554750	AT5G57860
Cre12.g554800	AT1G32060
Cre12.g554850	AT3G51030
Cre12.g554929	*
Cre12.g554950	*
Cre12.g555000	*
Cre12.g555100	AT2G40580
Cre12.g555150	*
Cre12.g555200	AT1G07970
Cre12.g555250	AT3G12260
Cre12.g555300	*
Cre12.g555350	AT4G39220
Cre12.g555400	AT4G22830
Cre12.g555450	AT5G07370
Cre12.g555500	*
Cre12.g555550	AT3G57410
Cre12.g555600	*
Cre12.g555650	AT1G28695
Cre12.g555700	AT2G22360
Cre12.g555750	*
Cre12.g555800	AT1G56145
Cre12.g555850	AT3G07090
Cre12.g555900	AT4G20960
Cre12.g555950	*
Cre12.g556000	*
Cre12.g556050	AT3G44890
Cre12.g556100	AT1G56440
Cre12.g556150	AT3G26085
Cre12.g556200	AT5G43822
Cre12.g556250	*
Cre12.g556300	*
Cre12.g556350	AT3G57790
Cre12.g556400	AT5G63470
Cre12.g556450	AT1G26665
Cre12.g556500	*
Cre12.g556550	*
Cre12.g556650	AT4G21530
Cre12.g556700	*
Cre12.g556750	AT4G23420
Cre12.g556800	*
Cre12.g556905	*
Cre12.g556950	*
Cre12.g557000	AT3G13970
Cre12.g557050	AT5G21920
Cre12.g557100	AT3G48330
Cre12.g557250	AT4G05520
Cre12.g557300	*
Cre12.g557400	AT5G16630
Cre12.g557450	*
Cre12.g557500	*
Cre12.g557600	AT5G63400
Cre12.g557650	*
Cre12.g557700	AT1G06130
Cre12.g557750	AT3G51520
Cre12.g557800	AT1G29850
Cre12.g557850	*
Cre12.g557900	AT1G20050
Cre12.g557950	AT5G22080
Cre12.g558000	AT3G18760
Cre12.g558050	*
Cre12.g558100	AT1G04870
Cre12.g558150	*
Cre12.g558200	*
Cre12.g558321	*
Cre12.g558400	*
Cre12.g558450	AT1G23820
Cre12.g558526	*
Cre12.g558550	AT5G19850
Cre12.g558600	*
Cre12.g558650	AT5G38640
Cre12.g558700	AT1G17410
Cre12.g558750	*
Cre12.g558800	*
Cre12.g558850	*
Cre12.g558900	*
Cre12.g558950	AT3G28730
Cre12.g559050	AT2G06040
Cre12.g559100	*
Cre12.g559200	*
Cre12.g559250	AT3G02520
Cre12.g559300	*
Cre12.g559350	AT5G65205
Cre12.g559400	*
Cre12.g559450	AT1G20080
Cre12.g559550	*
Cre12.g559600	*
Cre12.g559700	*
Cre12.g559750	AT5G57625
Cre12.g559800	AT1G65820
Cre12.g559850	AT5G56130
Cre12.g559900	*
Cre12.g559950	AT4G21090
Cre12.g560000	*
Cre12.g560050	AT3G21620
Cre12.g560100	AT5G60335
Cre12.g560150	AT5G47200
Cre12.g560200	AT5G15770
Cre12.g560250	AT5G49820
Cre12.g560300	AT3G07810
Cre12.g560350	AT3G44200
Cre12.g560400	AT2G20560
Cre12.g560450	*
Cre12.g560500	*
Cre12.g560550	AT1G66520
Cre12.g560600	AT3G21070
Cre12.g560650	*
Cre12.g560668	AT3G48750
Cre12.g560700	AT2G22360
Cre12.g560750	AT5G55580
Cre12.g560800	AT1G51760
Cre12.g560850	*
Cre12.g560900	AT3G09580
Cre12.g560950	AT1G55670
Cre12.g561000	AT5G35100
Cre12.g561050	AT3G57630
Cre12.g561100	*
Cre12.g561150	AT1G48540
Cre12.g561200	AT1G15370
Cre12.g561300	*
Cre12.g561350	AT2G24640
Cre12.g561400	AT3G04710
Cre12.g561450	*
Cre12.g561500	*
Cre12.g561550	AT5G58270
Cre12.g561601	*
Cre12.g561750	*
Cre13.g561800	*
Cre13.g561850	AT1G06030
Cre13.g561900	AT2G25100
Cre13.g561950	*
Cre13.g562000	*
Cre13.g562050	*
Cre13.g562062	*
Cre13.g562100	*
Cre13.g562150	AT1G56050
Cre13.g562200	*
Cre13.g562250	*
Cre13.g562300	AT2G18050
Cre13.g562350	*
Cre13.g562400	AT4G32010
Cre13.g562550	AT4G32360
Cre13.g562650	*
Cre13.g562700	*
Cre13.g562750	AT3G01060
Cre13.g562800	AT4G15900
Cre13.g562850	AT2G20890
Cre13.g562900	*
Cre13.g562950	AT1G78770
Cre13.g563006	*
Cre13.g563050	*
Cre13.g563100	*
Cre13.g563150	AT4G34090
Cre13.g563200	AT1G79790
Cre13.g563250	*
Cre13.g563300	AT5G49470
Cre13.g563350	*
Cre13.g563400	*
Cre13.g563450	*
Cre13.g563475	*
Cre13.g563500	*
Cre13.g563550	AT1G05630
Cre13.g563600	AT4G05320
Cre13.g563650	*
Cre13.g563700	AT3G49660
Cre13.g563800	AT2G20290
Cre13.g563850	AT4G21900
Cre13.g563900	AT1G55060
Cre13.g563950	*
Cre13.g564000	AT4G38370
Cre13.g564050	AT5G27390
Cre13.g564100	AT4G38470
Cre13.g564150	*
Cre13.g564200	*
Cre13.g564250	AT4G11420
Cre13.g564350	AT3G48190
Cre13.g564400	*
Cre13.g564500	AT1G35670
Cre13.g564550	*
Cre13.g564650	*
Cre13.g564700	*
Cre13.g564750	*
Cre13.g564766	*
Cre13.g564800	*
Cre13.g564840	*
Cre13.g564900	AT2G34660
Cre13.g564950	AT3G22980
Cre13.g565000	*
Cre13.g565050	AT4G37900
Cre13.g565100	*
Cre13.g565150	AT5G05970
Cre13.g565200	AT5G49470
Cre13.g565250	AT5G54430
Cre13.g565400	*
Cre13.g565450	AT1G36280
Cre13.g565550	AT3G52090
Cre13.g565600	*
Cre13.g565650	AT1G78510
Cre13.g565700	*
Cre13.g565750	AT5G10630
Cre13.g565800	AT3G02230
Cre13.g565850	AT1G62020
Cre13.g565900	*
Cre13.g565950	AT1G18660
Cre13.g566000	AT1G50480
Cre13.g566050	AT2G23930
Cre13.g566100	*
Cre13.g566150	AT2G19870
Cre13.g566200	AT2G25900
Cre13.g566250	*
Cre13.g566350	AT4G24480
Cre13.g566450	AT3G46920
Cre13.g566500	*
Cre13.g566550	*
Cre13.g566600	*
Cre13.g566650	AT4G11030
Cre13.g566700	AT2G30260
Cre13.g566750	AT1G23560
Cre13.g566800	*
Cre13.g566850	AT2G37970
Cre13.g566900	AT5G01630
Cre13.g567000	*
Cre13.g567050	*
Cre13.g567100	AT3G47930
Cre13.g567150	AT5G07590
Cre13.g567200	AT1G18160
Cre13.g567250	*
Cre13.g567300	AT3G48560
Cre13.g567327	*
Cre13.g567400	*
Cre13.g567450	AT2G18050
Cre13.g567500	*
Cre13.g567550	AT3G44200
Cre13.g567600	*
Cre13.g567650	AT5G65760
Cre13.g567700	AT1G52740
Cre13.g567750	AT1G03140
Cre13.g567800	AT3G26020
Cre13.g567850	AT3G03920
Cre13.g567900	AT1G10030
Cre13.g567950	AT1G27680
Cre13.g568000	*
Cre13.g568009	AT1G09794
Cre13.g568050	AT4G33950
Cre13.g568100	*
Cre13.g568150	AT5G10910
Cre13.g568250	*
Cre13.g568300	*
Cre13.g568316	*
Cre13.g568350	*
Cre13.g568400	AT2G26140
Cre13.g568450	AT3G10180
Cre13.g568550	AT3G08730
Cre13.g568600	AT1G09870
Cre13.g568650	AT4G34670
Cre13.g568672	*
Cre13.g568750	AT1G27752
Cre13.g568800	AT5G52840
Cre13.g568850	AT4G22220
Cre13.g568900	AT1G27400
Cre13.g568950	AT4G13720
Cre13.g569000	*
Cre13.g569050	*
Cre13.g569150	*
Cre13.g569200	AT1G48900
Cre13.g569250	AT1G44920
Cre13.g569275	*
Cre13.g569300	*
Cre13.g569350	AT1G09490
Cre13.g569400	*
Cre13.g569450	*
Cre13.g569500	*
Cre13.g569550	AT4G20140
Cre13.g569600	*
Cre13.g569700	*
Cre13.g569750	*
Cre13.g569850	AT1G64780
Cre13.g569900	*
Cre13.g569950	AT4G40030
Cre13.g570050	AT3G45980
Cre13.g570100	AT1G51060
Cre13.g570150	AT3G21430
Cre13.g570200	*
Cre13.g570250	AT3G01090
Cre13.g570300	AT3G24515
Cre13.g570350	AT5G64940
Cre13.g570400	AT5G43860
Cre13.g570450	*
Cre13.g570500	*
Cre13.g570550	AT2G19570
Cre13.g570600	*
Cre13.g570650	*
Cre13.g570700	AT4G19810
Cre13.g570800	*
Cre13.g570850	*
Cre13.g570900	AT4G25130
Cre13.g571000	AT5G14710
Cre13.g571050	AT1G04880
Cre13.g571100	*
Cre13.g571150	*
Cre13.g571200	AT1G27320
Cre13.g571250	*
Cre13.g571300	*
Cre13.g571400	*
Cre13.g571450	AT2G24940
Cre13.g571500	*
Cre13.g571550	AT4G19150
Cre13.g571551	AT4G10180
Cre13.g571600	AT1G80500
Cre13.g571650	AT1G61700
Cre13.g571700	AT3G10660
Cre13.g571750	AT2G25110
Cre13.g571800	AT1G59650
Cre13.g571850	AT2G18290
Cre13.g571950	AT3G62000
Cre13.g572000	AT1G45110
Cre13.g572050	AT1G50030
Cre13.g572100	AT4G10930
Cre13.g572150	AT5G16800
Cre13.g572200	AT5G19500
Cre13.g572250	*
Cre13.g572272	*
Cre13.g572350	*
Cre13.g572450	AT2G01760
Cre13.g572500	AT4G35360
Cre13.g572550	*
Cre13.g572600	*
Cre13.g572650	*
